Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2025-01-31,201.21196665384008,204.6783863780237,201.0127499247283,203.22409057617188,32001100.0,128.13188594007386,131.92346892974018,126.96900260596148,131.5521240234375,26689228.0
2025-02-01,,,,,,131.9234646137703,132.41207003826574,127.28171308106356,129.93972778320312,21173846.0
2025-02-03,199.90707487204236,202.9551348332388,199.31938021531738,200.44496154785156,27838300.0,128.29801298918326,129.49021148461208,124.89732321931588,128.81594848632812,27765357.0
2025-02-04,202.59653399897414,206.2422592489475,202.0187948719897,205.5748748779297,43856400.0,129.77360486505077,131.2785030248162,128.8647910137796,130.3794708251953,25032519.0
2025-02-05,190.32460742693195,191.998046136523,187.29645852491726,190.58358764648438,70373900.0,130.11562928261014,132.30458713240273,130.0472322713023,131.33714294433594,16958362.0
2025-02-06,188.7607254709797,191.35058847007514,187.98376961110344,190.8525390625,29297400.0,131.43485576621424,131.79641899938704,129.01137709892856,129.51951599121094,22408168.0
2025-02-07,190.3046897826863,190.43417229867478,182.52516013677956,184.61695861816406,49315000.0,130.2622141066638,135.58801045399724,129.53907268292943,135.1580352783203,52950146.0
2025-02-10,186.61912556239702,187.46580046504565,185.13493280467802,185.7425537109375,23105600.0,134.95282489606737,134.95282489606737,129.96904357645818,130.98533630371094,26120805.0
2025-02-11,184.3081687207876,186.21072116923287,183.56109458441756,184.5970458984375,21239500.0,129.9690438681681,131.27850283675826,126.74424506065682,127.14490509033203,23635428.0
2025-02-12,182.5052293386179,184.38785552440282,181.12065256917043,182.89370727539062,22072600.0,126.4022363626801,130.2524347981139,125.38592867260378,129.2654571533203,37927696.0
2025-02-13,183.6009416706382,185.5532868448968,182.42553716023775,185.41383361816406,21402500.0,129.26546043448081,134.55217513653938,128.85503363382037,133.14498901367188,52036196.0
2025-02-14,184.3380502737544,185.67281908148942,183.60094685418304,184.50738525390625,20448400.0,133.14498226748756,136.07661490456988,130.29152829005403,131.40554809570312,41469242.0
2025-02-17,,,,,,129.88110387727278,131.7280318758527,127.75077636841932,131.22964477539062,21189637.0
2025-02-18,184.87594800082087,185.23454418579348,181.03100592832718,183.05308532714844,29916700.0,131.22963528174574,131.82573448213452,128.74752634420878,131.47393798828125,23957576.0
2025-02-19,183.35192561125757,184.73650242741212,182.8737872119756,184.5472412109375,19549400.0,131.43485741022957,133.76062397088467,129.99835628877247,132.6661376953125,18447487.0
2025-02-20,184.07906552714084,184.587070455128,182.00717815142445,183.83999633789062,20441500.0,132.18731695674143,135.20689492976493,131.92346584994633,134.89418029785156,24139808.0
2025-02-21,184.42767889722575,184.61694009305896,178.38136734197036,178.9591064453125,35199200.0,134.76715821113652,138.37306880221212,134.02446838729355,137.5522003173828,41987785.0
2025-02-24,181.28003655625,182.40561792977684,178.19212401815724,178.55072021484375,29854200.0,135.64664502478183,137.45449118594422,133.54564751731658,134.51307678222656,25193205.0
2025-02-25,177.3454308360551,178.04271218366185,174.0085088406691,174.73565673828125,41913400.0,135.33394200064896,136.17434396545056,133.5847261511985,133.94630432128906,23575603.0
2025-02-26,174.3870043035156,175.39305850492968,170.91061441664831,172.05612182617188,35431300.0,,,,,
2025-02-27,173.31123936714644,173.87900779159736,167.28483845921406,167.8426513671875,39991000.0,134.08310530741846,135.82253940182272,132.78341310680332,135.5293731689453,30747044.0
2025-02-28,168.02194319125016,169.94442183496423,166.11940597917265,169.61570739746094,48130600.0,134.65966625008986,134.65966625008986,131.0048920822416,134.07333374023438,45540594.0
2025-03-03,171.2592638730811,172.69364861452485,165.28267091657344,166.35845947265625,40770500.0,133.8778963287732,135.88118170130534,131.24919656253428,135.41212463378906,31154401.0
2025-03-04,165.5914841182232,172.6139690982364,165.15319817693035,170.2532196044922,45388000.0,133.04726081887745,137.7281094767585,132.71501268466753,136.16456604003906,28634645.0
2025-03-05,169.85479958721487,173.10207673793136,168.40048841218314,172.3450469970703,30954900.0,135.83230497524232,143.15161943865024,135.83230497524232,142.7705078125,62109377.0
2025-03-06,169.86475071785694,174.1280529574759,169.83486896565157,171.6776580810547,28302000.0,143.44478316422195,148.73149777504847,142.86823230498567,147.01161193847656,79121467.0
2025-03-07,170.59186930474007,174.2874024166863,169.6057412532836,173.18173217773438,27385800.0,146.32756304753224,148.97579619134177,145.86827273945227,148.1060791015625,81821791.0
2025-03-10,167.7966101322015,167.99607150995365,163.23920372577845,165.41319274902344,43604000.0,148.10608399099667,150.72501699870244,146.9822974024148,147.6077117919922,54450331.0
2025-03-11,164.45584068137828,166.29076966008637,160.92558133782,163.58822631835938,39587400.0,144.7249417307402,148.24289205999332,144.6272146753213,147.31454467773438,35916900.0
2025-03-12,166.1212563192557,167.17833474519742,163.07965268636923,166.64979553222656,28372400.0,147.55884628531743,148.8096750476993,144.33404732468557,146.8748016357422,26377549.0
2025-03-13,165.58271795856493,165.67248166266438,161.6635485106855,162.31175231933594,31756200.0,148.5360608215636,150.06050748106867,146.60118736227295,147.44158935546875,48286431.0
2025-03-14,162.82035345635094,166.03148669065808,162.00260445854184,165.03424072265625,31995900.0,,,,,
2025-03-17,164.57552252303753,165.84202932963498,163.21926721954216,163.83755493164062,31184300.0,148.52629329282075,149.16147442722846,147.46112205622714,148.3503875732422,35879780.0
2025-03-18,163.2292289881846,163.797666550582,156.28840488131223,160.22752380371094,42074800.0,148.3503875732422,148.3503875732422,148.3503875732422,148.3503875732422,0.0
2025-03-19,161.3145206452732,165.41320264839743,160.55661910146412,163.43865966796875,34275600.0,153.22667411298733,155.57197433934243,152.93350785692914,154.98565673828125,66161413.0
2025-03-20,161.1250457167365,164.43589456907407,160.51672503978745,162.35165405273438,28138500.0,156.35374794501885,156.45147500190663,153.08008538299788,155.41561889648438,39889517.0
2025-03-21,160.76603321155818,163.7876873527184,160.44690718978086,163.5383758544922,36625800.0,155.40584351032305,156.1094365298207,153.24621583715896,153.6957244873047,49184821.0
2025-03-24,166.60991043967152,167.85646804378672,164.68521758619846,167.2182159423828,30879100.0,154.3993113992171,155.37652223085772,153.5295943554991,154.8097381591797,30905773.0
2025-03-25,168.51465076506113,170.1601160484689,167.85647986846672,170.09030151367188,24174400.0,155.3765371358708,155.3765371358708,152.4937678882025,153.15826416015625,28467187.0
2025-03-26,168.53459028680902,169.14291101426645,164.3860428738787,164.60543823242188,28901600.0,152.64034323101203,153.94980228952724,151.4774598465637,152.2592315673828,23182869.0
2025-03-27,164.17661497957295,164.96443262961915,161.55385311215238,161.79319763183594,24508300.0,151.27224682045127,152.5426239434226,150.6859143295246,151.87811279296875,25909068.0
2025-03-28,160.04800692471866,161.3743458553731,153.20689914473365,153.90496826171875,48669300.0,151.8390258703937,153.3341572703865,149.87482252883336,150.72500610351562,24589315.0
2025-03-31,152.68834136730996,155.11164193370462,150.24509161947617,154.21412658691406,54603500.0,,,,,
2025-04-01,153.19693997672525,157.66461343058796,153.19693997672525,156.637451171875,30672900.0,148.60446419671834,151.7999330064872,148.60446419671834,149.63052368164062,29142122.0
2025-04-02,154.72271899671657,157.973750867397,154.27396131633463,156.60751342773438,25041700.0,150.49047127157428,152.68919568950312,148.7999006719953,151.1647491455078,24977582.0
2025-04-03,150.69384170810525,152.35924068042604,149.97582338010557,150.30491638183594,46883400.0,149.51325941332826,152.41557681835366,149.12238103941442,150.11912536621094,15117526.0
2025-04-04,147.60238713771614,150.65397293111235,144.9796402891217,145.19903564453125,62259500.0,149.1419123471199,149.50349049432825,136.80951642387632,137.1906280517578,80846143.0
2025-04-07,141.1601793715283,152.42906261628312,140.14298415460087,146.34585571289062,76794100.0,125.08299082174615,127.37944232078594,122.47383959940032,126.52925872802734,121806340.0
2025-04-08,150.80354683062922,151.82074204837693,142.63609935843277,144.30149841308594,52200200.0,131.81597801220641,133.09612190842537,125.10254388507535,127.31103515625,68999181.0
2025-04-09,144.0222787835972,159.11061702523395,143.51368875470308,158.27293395996094,70406200.0,127.03741156804094,127.03741156804094,122.44452351663803,124.28167724609375,73399980.0
2025-04-10,156.10888048544342,157.28563866565491,149.51708388683267,152.39913940429688,48022000.0,,,,,
2025-04-11,152.47890126397309,157.23576875594767,152.39913497789206,156.7072296142578,33636200.0,131.60098439713468,131.6302995299769,127.51625016987549,130.3794708251953,73706472.0
2025-04-14,159.5593589601424,161.27462328630523,157.12607630131762,158.63192749023438,30333000.0,,,,,
2025-04-15,158.6917731015249,159.2103301054895,154.78257030571797,155.87953186035156,27551500.0,132.50980736190837,133.87789669215056,131.7671175160152,133.3013458251953,38967608.0
2025-04-16,152.67838302048966,155.46069292632185,151.0927501668845,152.90774536132812,28187400.0,133.3013360852319,134.46421938649672,131.5521203075305,133.84857177734375,42684087.0
2025-04-17,153.86508310192784,154.25400844452392,148.09103529003713,150.74371337890625,33046600.0,131.33713114003785,134.81601426124502,130.65308653316296,134.0146942138672,62282856.0
2025-04-21,148.46999532680982,148.53979463690146,145.6976525525358,147.26332092285156,26049100.0,134.5130777078614,137.1026956027805,133.92676010016575,136.00820922851562,26503486.0
2025-04-22,148.4799748767304,151.7708901311246,148.1309326464279,151.05287170410156,26971800.0,138.76394556756264,139.58479913170353,134.56193578295367,135.01145935058594,58429662.0
2025-04-23,155.1814586711159,157.09616926384234,153.38641273519517,154.92218017578125,31128800.0,136.21341736789535,138.27533282124799,134.19059869803928,137.94308471679688,37851304.0
2025-04-24,155.7199692710382,159.15049822016638,155.36096007364648,158.8413543701172,45894000.0,137.4935712585559,138.6466878794268,137.08314446805932,138.29489135742188,23061444.0
2025-04-25,164.6153973250298,165.64255944276826,160.59648212136133,161.5139617919922,56034000.0,138.7639381366849,140.18089086079942,134.87464320062503,135.68572998046875,37764696.0
2025-04-28,161.98265861948803,162.70067694860023,158.16321987401656,160.1676788330078,29745800.0,135.38278368906367,139.35027223870821,135.2264412865147,138.8323516845703,26971589.0
2025-04-29,159.87849612757626,160.29733764803302,157.086204107764,159.71893310546875,26809000.0,138.8323622290045,140.0343274826286,137.70856072706445,138.2753448486328,25758449.0
2025-04-30,157.5449218586139,158.83137774482094,154.9720253029664,158.3626708984375,34981100.0,138.22646938253004,138.33396317063088,134.85509498999104,136.8876953125,29205042.0
2025-05-01,160.00812396444732,161.5039930234171,158.47237175928248,160.8557891845703,30203200.0,,,,,
2025-05-02,162.95998987139254,164.51569136243157,161.42422234640523,163.57827758789062,25715000.0,136.80952303872215,139.83888272757287,136.2720540731448,138.1776123046875,29588258.0
2025-05-05,162.551092409754,164.93450965911595,162.27186475669814,163.7577667236328,21341800.0,138.3437451514002,139.44798325609716,137.9821670027162,138.8421173095703,17213477.0
2025-05-06,161.72339340187466,164.3461554362482,160.74609651363122,162.7804718017578,21277200.0,138.8421276077804,142.08646006882105,138.31442536723225,141.14834594726562,42658262.0
2025-05-07,163.62814193511582,164.545606521222,147.43285979099062,150.96311950683594,127490100.0,138.95938614784575,143.60113789445452,138.95938614784575,142.67279052734375,34674594.0
2025-05-08,154.57313616382487,155.5005676767597,152.4789133936082,153.85511779785156,57498700.0,142.67279248588267,143.3177552634447,139.5945840918764,140.39588928222656,29687927.0
2025-05-09,153.7454333756296,154.62301483562555,151.78085729062752,152.329345703125,32435300.0,137.77696790176375,140.0050075243771,137.30789594148902,139.5261688232422,21875453.0
2025-05-12,157.0562906900787,158.66185748829406,155.81970007226886,158.02362060546875,44138800.0,142.29167082849085,148.48718396758522,141.20696620102353,148.1744842529297,47087413.0
2025-05-13,158.35270013902556,160.12781218093087,155.72995326636035,159.09066772460938,42382100.0,148.53605150758028,149.5034956320895,145.61418565270813,146.0246124267578,54389876.0
2025-05-14,159.51947674839957,166.5400818883142,159.17043456192712,164.91456604003906,48755900.0,147.5588382491701,153.56867900814177,147.5588382491701,151.77061462402344,60002060.0
2025-05-15,165.3832808496498,165.75227223459135,161.92283584781248,163.5084686279297,33146700.0,151.95629872314925,154.24296870727517,150.78364859624276,153.76414489746094,57066105.0
2025-05-16,167.26806720706887,168.88361607338598,165.16387753981013,165.73231506347656,42846900.0,153.76414027101197,154.5458970580579,153.42211049338817,153.95957946777344,22884754.0
2025-05-19,164.0569364118495,166.18107529267584,163.7677417629434,166.0813446044922,30426100.0,154.39931949890516,154.53612842606958,152.57193991941134,153.9791259765625,21839582.0
2025-05-20,165.9716462897934,168.03595283640126,162.45136908866291,163.5283966064453,46607700.0,154.74134502722882,158.40588573758893,154.39931526317346,155.07359313964844,58061639.0
2025-05-21,163.2392111991083,172.66318349220677,163.1095643409873,168.09579467773438,73416000.0,155.81626573409022,158.1615807009116,154.91723354901094,157.95635986328125,36044599.0
2025-05-22,171.37672606938918,176.28317441687045,170.23986627200654,170.3994140625,74864400.0,157.3114011235807,159.8717037334825,156.70553515785153,157.6143341064453,60715453.0
2025-05-23,168.5944139952117,169.49194456610303,167.42763794814334,168.00604248046875,35211400.0,157.91728360996365,159.80329344433994,157.81955655788985,159.2560577392578,29483665.0
2025-05-26,,,,,,159.3830995617113,161.77726322151975,158.35702516149206,158.80653381347656,25581584.0
2025-05-27,169.69139882784629,172.69310408957966,169.53183580095055,172.42384338378906,37995700.0,158.8065419700382,160.1648645586298,156.95961391920423,157.97592163085938,23296776.0
2025-05-28,172.6831300854681,174.7873198647011,171.4365725199691,171.8853302001953,34784000.0,158.69904403309386,158.9824435439945,156.98892495984478,157.56549072265625,13044476.0
2025-05-29,173.5208093888165,173.93965089581198,170.1600951338123,171.38670349121094,29317300.0,158.4938347076491,160.21372048515627,157.8195568159793,159.4026336669922,26455081.0
2025-05-30,170.87810348795895,171.73573563304672,166.97886808315485,171.26702880859375,52639900.0,159.3928614714847,160.15508473744737,156.8521073109064,157.35049438476562,32739340.0
2025-06-02,167.37777366516244,169.40218193277036,166.92901598525125,168.5644989013672,38612300.0,155.3765370203625,156.4710084844399,153.71528143065774,155.41561889648438,31365564.0
2025-06-03,167.0287408798973,168.01600469808255,164.82482048675826,165.7223358154297,45084900.0,155.41561883418166,156.9889290186899,153.58823917734452,153.76414489746094,28398746.0
2025-06-04,166.28081407126308,167.75673398423967,165.90185569784677,167.5872039794922,26900800.0,153.9107143270563,155.356982261193,153.23643643090236,154.57521057128906,16660138.0
2025-06-05,169.87088888051295,170.45926039928958,167.1284622369502,167.74676513671875,36379100.0,155.23972749918335,155.46448183590726,153.47097811802558,154.37001037597656,23708504.0
2025-06-06,170.35954849552294,174.01943975782734,170.35954849552294,173.20169067382812,35731800.0,155.6999969482422,157.8800048828125,154.25,157.49000549316406,25804151.0
2025-06-09,174.27003651227847,176.19705935039198,174.1003012753775,175.81764221191406,28935900.0,157.69000244140625,158.1999969482422,156.82000732421875,157.32000732421875,15315437.0
2025-06-10,175.92747903926403,180.8298886948226,174.63948090794972,178.3237762451172,61766100.0,158.0,159.3000030517578,155.5,155.67999267578125,22764080.0
2025-06-11,179.49195401036374,180.09101684926247,176.47662077845203,177.07569885253906,31646800.0,156.4499969482422,157.52999877929688,155.30999755859375,156.41000366210938,17605668.0
2025-06-12,175.9075065231488,176.4466798719252,174.47972552416806,175.42825317382812,20941900.0,156.0,156.25999450683594,151.85000610351562,152.88999938964844,27846151.0
2025-06-13,172.17329464872896,176.85604320367563,172.1233689351953,174.39984130859375,27663100.0,149.8000030517578,152.5,149.8000030517578,152.1300048828125,24277592.0
2025-06-16,174.45974398959817,176.66633252587772,174.37986589593493,176.49659729003906,27389200.0,152.00999450683594,154.5,150.83999633789062,154.1699981689453,16188193.0
2025-06-17,175.4282431183839,177.08567926563504,174.30998028900405,175.6778564453125,24973000.0,153.80999755859375,154.88999938964844,152.35000610351562,152.60000610351562,16740382.0
2025-06-18,175.73776761612697,176.28692000243774,172.93211615674434,173.05194091796875,28707500.0,152.1999969482422,153.1999969482422,150.8000030517578,152.11000061035156,14860746.0
2025-06-19,,,,,,152.0,152.4499969482422,150.5,151.0,20145922.0
2025-06-20,173.68095462694552,174.07035081830173,165.20409556084024,166.38226318359375,75659900.0,150.75,153.1699981689453,150.6300048828125,151.97000122070312,29944714.0
2025-06-23,166.0128407101847,167.08117785912864,161.74944069273923,164.93450927734375,57671000.0,150.5,153.3000030517578,150.47999572753906,152.42999267578125,17096676.0
2025-06-24,166.66183161080377,167.95982401484335,165.87306016657053,166.51206970214844,40524300.0,153.8000030517578,156.97000122070312,153.63999938964844,154.7899932861328,25403324.0
2025-06-25,167.37074500344593,172.09342522608725,167.29086690480466,170.416015625,35479000.0,155.89999389648438,156.89999389648438,155.50999450683594,156.38999938964844,18240433.0
2025-06-26,172.16329217484034,173.42135306121023,169.67715325213413,173.27157592773438,31796700.0,156.8699951171875,161.10000610351562,156.4499969482422,160.5399932861328,40650557.0
2025-06-27,173.27158802075178,178.40363764116194,171.46438989107267,178.25387573242188,108140200.0,161.0,163.3000030517578,160.6999969482422,161.4499969482422,31989509.0
2025-06-30,180.50039372606906,180.949694682379,174.30998606031628,175.95742797851562,63378900.0,160.99000549316406,162.1999969482422,159.5,159.75999450683594,15842285.0
2025-07-01,175.46818749328466,175.81763700531283,173.26159900853952,175.56802368164062,35904500.0,160.00999450683594,160.44000244140625,157.72999572753906,160.05999755859375,17823415.0
2025-07-02,175.26848197683447,178.58335417760583,174.79922295185074,178.3636932373047,29128900.0,160.05999755859375,166.14999389648438,159.8300018310547,165.8800048828125,63315210.0
2025-07-03,178.22391365801445,179.39210218822254,176.7761594232363,179.2523193359375,21689700.0,166.0,168.77999877929688,165.2100067138672,165.91000366210938,60571824.0
2025-07-04,,,,,,165.91000366210938,166.49000549316406,162.0,163.00999450683594,22938753.0
2025-07-07,178.78304908898676,179.0226833705182,175.40827199123135,176.5165557861328,34175600.0,163.0,163.35000610351562,160.0500030517578,162.39999389648438,17469909.0
2025-07-08,177.5749242496101,177.67476043779465,172.54271112131266,174.09031677246094,40442500.0,162.4499969482422,162.89999389648438,161.60000610351562,161.97000122070312,11398248.0
2025-07-09,174.97894087050608,179.1624626362242,172.50278095171484,176.34681701660156,43025600.0,161.9499969482422,161.9499969482422,157.50999450683594,159.0,29839077.0
2025-07-10,175.35836349959487,178.15402063985096,174.11029683512743,177.34527587890625,29252400.0,160.0,161.5500030517578,159.27999877929688,160.66000366210938,17566887.0
2025-07-11,176.51656530489134,181.14938835134018,176.20704719654847,179.91131591796875,34282900.0,160.63999938964844,161.6199951171875,159.32000732421875,159.83999633789062,20689511.0
2025-07-14,180.7300224544814,183.3859118317051,179.40207776586954,181.2791748046875,32536600.0,159.83999633789062,161.1199951171875,159.3000030517578,160.44000244140625,15152964.0
2025-07-15,182.5272506181519,183.93507346834292,181.31913062189142,181.718505859375,33448300.0,160.25999450683594,160.85000610351562,157.9499969482422,159.0,17993051.0
2025-07-16,182.95659839065306,184.04490889196538,181.74846312672318,182.68701171875,33104200.0,159.0,159.27000427246094,157.0,157.3300018310547,14591157.0
2025-07-17,181.85827589550698,183.77530432362263,180.20083982993623,183.29605102539062,31992600.0,157.5,160.6999969482422,157.1199951171875,159.89999389648438,21733241.0
2025-07-18,185.113228386666,186.13165497814074,183.42585517412414,184.7737579345703,34014500.0,160.10000610351562,162.75,160.10000610351562,162.3699951171875,30728478.0
2025-07-21,185.9619181252415,189.99566255854273,185.86206670599856,189.80596923828125,45803100.0,162.5,165.60000610351562,162.49000549316406,163.02000427246094,29812899.0
2025-07-22,191.20380830960463,191.35357021159422,187.17006365240448,191.04405212402344,44660200.0,163.3000030517578,164.41000366210938,162.72999572753906,163.0399932861328,13615524.0
2025-07-23,191.20381577219638,192.23222149983224,188.88739669642578,189.93577575683594,58681900.0,163.25,164.13999938964844,161.8800048828125,162.77000427246094,14287149.0
2025-07-24,196.72525594978663,197.64383117376477,190.70458366341637,191.87277221679688,74881700.0,163.0,164.75,162.80999755859375,163.47999572753906,14377270.0
2025-07-25,191.68306935737266,194.02944081770818,190.96418172846938,192.88121032714844,39785900.0,163.5,163.58999633789062,161.0500030517578,161.42999267578125,12443495.0
2025-07-28,193.35047209995227,193.7498625541434,190.54482081320737,192.28213500976562,38139500.0,161.22999572753906,162.2899932861328,159.08999633789062,159.67999267578125,19296285.0
2025-07-29,192.13236281084488,195.61697034161693,191.78291329403916,195.44723510742188,41389200.0,158.1999969482422,162.4499969482422,158.1999969482422,161.69000244140625,15262937.0
2025-07-30,195.2974741739121,197.2943808004953,194.3888780023715,196.2260284423828,32445400.0,161.69000244140625,162.7899932861328,161.0500030517578,161.36000061035156,16083106.0
2025-07-31,195.40729975764043,195.68686545955075,190.79443520574372,191.60317993164062,51329200.0,161.0,162.1300048828125,156.55999755859375,157.94000244140625,26213891.0
2025-08-01,188.73762721302066,190.53484621084553,187.52950724447476,188.8374786376953,34832200.0,157.92999267578125,157.92999267578125,152.50999450683594,153.00999450683594,23927359.0
2025-08-04,189.9956738002762,194.96798225717674,189.82593856567027,194.7383270263672,31547400.0,153.5,159.9199981689453,153.5,159.55999755859375,30064719.0
2025-08-05,194.4088584088549,197.55398036609623,193.59011934927213,194.36891174316406,31602300.0,159.55999755859375,160.13999938964844,158.27999877929688,159.6199951171875,14441034.0
2025-08-06,194.19916035027438,196.32587068335496,193.37044231078846,195.7866973876953,21562900.0,159.6199951171875,159.8000030517578,157.8000030517578,158.66000366210938,13438851.0
2025-08-07,196.75520727948205,197.23446060352177,194.0294340028213,196.21604919433594,26321800.0,157.14999389648438,160.0,156.25999450683594,159.6699981689453,23159540.0
2025-08-08,196.9149587094283,202.29662132319493,196.86503299798275,201.10845947265625,39161800.0,159.5,159.9499969482422,157.00999450683594,157.9499969482422,11951173.0
2025-08-11,200.62921267003748,201.16837075965444,198.76210983585918,200.68911743164062,25832400.0,157.9499969482422,160.0,157.14999389648438,158.52000427246094,14325736.0
2025-08-12,201.0585431482033,204.18370696130674,200.27975076589462,203.02549743652344,30397900.0,158.52000427246094,161.64999389648438,158.5,160.16000366210938,20056598.0
2025-08-13,203.81428597106753,204.21366121456273,197.2045144743427,201.64764404296875,28342900.0,160.9600067138672,162.39999389648438,159.89999389648438,160.17999267578125,18079396.0
2025-08-14,201.18833871082708,204.12379383237695,200.91875205563483,202.62611389160156,25230400.0,160.02000427246094,160.60000610351562,154.8300018310547,155.3000030517578,47256126.0
2025-08-15,203.534714766441,206.12070520105007,200.96868242883633,203.58462524414062,34931400.0,,,,,
2025-08-18,203.8841712567715,204.9525236553874,202.17682455801943,203.1852569580078,18526600.0,158.0,159.0,156.0,157.9600067138672,61022494.0
2025-08-19,202.7159730378366,203.1253425488118,199.65072931767816,201.25823974609375,24240200.0,158.5,159.4600067138672,156.75999450683594,159.22999572753906,21224239.0
2025-08-20,200.41952632200108,200.9686786831588,196.29592455953664,199.01171875,28955500.0,158.1999969482422,162.75999450683594,158.02999877929688,161.9199981689453,28520245.0
2025-08-21,199.4410400390625,202.166813191516,199.12152768080315,199.4410400390625,19774600.0,161.9199981689453,162.5399932861328,161.19000244140625,161.50999450683594,17282594.0
2025-08-22,202.41643648326647,208.21744781149425,200.98865555430208,205.771240234375,42827000.0,161.25,161.27999877929688,158.10000610351562,158.5500030517578,16063984.0
2025-08-25,206.11069972619865,210.19438514977915,204.9624845680577,208.1675262451172,29928900.0,159.1999969482422,160.3300018310547,158.63999938964844,159.6300048828125,16376542.0
2025-08-26,207.18903343187435,207.52851912382437,205.3818354433132,206.81961059570312,28464100.0,159.16000366210938,159.16000366210938,154.63999938964844,155.02999877929688,19621100.0
2025-08-27,205.38184246485358,208.58688428789492,205.3319167524022,207.15908813476562,23022900.0,,,,,
2025-08-28,206.92944327697995,211.8917573213033,206.57997853322107,211.31265258789062,32339300.0,155.77999877929688,155.8699951171875,153.16000366210938,153.6300048828125,22269875.0
2025-08-29,210.1843914975452,214.3179874085232,209.87487342277922,212.5806884765625,39728400.0,154.5,155.10000610351562,153.0500030517578,154.47999572753906,16971859.0
2025-09-01,,,,,,154.47999572753906,156.36000061035156,153.6999969482422,156.1699981689453,10798622.0
